category,product_id,spec_json
케이스,12649013,"{""제조회사"": ""앱코"", ""등록년월"": ""2020년 11월"", ""M-ATX"": ""O"", ""M-ITX"": ""O"", ""VGA 길이"": ""310mm"", ""CPU쿨러 높이"": ""130mm"", ""케이스 크기"": ""미니타워"", ""8.9cm베이"": ""1개"", ""6.4cm베이"": ""1개"", ""저장장치 장착"": ""최대 2개"", ""PCI 슬롯(수평)"": ""4개"", ""전면 패널 타입"": ""강화유리"", ""측면 패널 타입"": ""강화유리"", ""쿨링팬"": ""총3개"", ""LED팬"": ""3개"", ""전면"": ""120mm LED x3"", ""USB3.x 5Gbps"": ""O"", ""USB C타입 5Gbps"": ""O"", ""사운드"": ""HD AUDIO"", ""너비(W)"": ""160mm"", ""높이(H)"": ""500mm"", ""깊이(D)"": ""390mm"", ""지원파워규격"": ""표준-ATX"", ""파워 장착 길이"": ""185mm"", ""파워 위치"": ""하단후면"", ""라디에이터(전면)"": ""최대240mm"", ""[부가기능]"": ""[부가기능]"", ""RGB 컨트롤"": ""O"", ""LED 색상"": ""RGB"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}"
케이스,12689864,"{""제조회사"": ""앱코"", ""등록년월"": ""2020년 11월"", ""E-ATX"": ""O"", ""ATX"": ""O"", ""M-ATX"": ""O"", ""M-ITX"": ""O"", ""VGA 길이"": ""420mm"", ""CPU쿨러 높이"": ""235mm"", ""케이스 크기"": ""빅타워"", ""8.9cm베이"": ""2개"", ""6.4cm베이"": ""10개"", ""저장장치 장착"": ""최대 12개"", ""PCI 슬롯(수평)"": ""7개"", ""측면 패널 타입"": ""강화유리"", ""쿨링팬"": ""총4개"", ""LED팬"": ""4개"", ""후면"": ""200mm LED x2"", ""전면"": ""200mm LED x2"", ""USB3.x 5Gbps"": ""O"", ""USB C타입 5Gbps"": ""O"", ""사운드"": ""HD AUDIO"", ""너비(W)"": ""365mm"", ""높이(H)"": ""645mm"", ""깊이(D)"": ""510mm"", ""지원파워규격"": ""표준-ATX"", ""파워 장착 길이"": ""350mm"", ""파워 위치"": ""하단"", ""라디에이터(상단)"": ""최대360mm"", ""[부가기능]"": ""[부가기능]"", ""리모컨"": ""O"", ""LED 색상"": ""RGB"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}"
케이스,12985601,"{""제조회사"": ""darkFlash"", ""등록년월"": ""2020년 12월"", ""제품 분류"": ""미니ITX"", ""VGA 길이"": ""320mm"", ""CPU쿨러 높이"": ""134mm"", ""케이스 크기"": ""미니ITX(리틀밸리)"", ""파워포함여부"": ""파워미포함"", ""지원파워규격"": ""M-ATX(SFX)"", ""6.4cm베이"": ""2개"", ""저장장치 장착"": ""최대 2개"", ""PCI 슬롯(수평)"": ""2개"", ""수직 PCI형태"": ""기본형"", ""전면 패널 타입"": ""메쉬"", ""먼지필터"": ""전체"", ""쿨링팬"": ""총1개"", ""상단"": ""92mm"", ""사운드"": ""HD AUDIO"", ""너비(W)"": ""175mm"", ""높이(H)"": ""412mm"", ""깊이(D)"": ""238mm"", ""파워 장착 길이"": ""125mm"", ""파워 위치"": ""하단후면"", ""라디에이터(전면)"": ""최대240mm"", ""[부가기능]"": ""[부가기능]"", ""외부 LED"": ""O"", ""케이스 색상 계열"": ""블랙 계열"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}"
케이스,12996623,"{""제조회사"": ""darkFlash"", ""등록년월"": ""2020년 12월"", ""제품 분류"": ""미니ITX"", ""VGA 길이"": ""320mm"", ""CPU쿨러 높이"": ""134mm"", ""케이스 크기"": ""미니ITX(리틀밸리)"", ""파워포함여부"": ""파워미포함"", ""지원파워규격"": ""M-ATX(SFX)"", ""6.4cm베이"": ""2개"", ""저장장치 장착"": ""최대 2개"", ""PCI 슬롯(수평)"": ""2개"", ""수직 PCI형태"": ""기본형"", ""전면 패널 타입"": ""메쉬"", ""먼지필터"": ""전체"", ""쿨링팬"": ""총1개"", ""상단"": ""92mm"", ""사운드"": ""HD AUDIO"", ""너비(W)"": ""175mm"", ""높이(H)"": ""412mm"", ""깊이(D)"": ""238mm"", ""파워 장착 길이"": ""125mm"", ""파워 위치"": ""하단후면"", ""라디에이터(전면)"": ""최대240mm"", ""[부가기능]"": ""[부가기능]"", ""외부 LED"": ""O"", ""케이스 색상 계열"": ""핑크 계열"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}"
케이스,13381619,"{""제조회사"": ""darkFlash"", ""등록년월"": ""2021년 02월"", ""제품 분류"": ""ATX 케이스"", ""ATX"": ""O"", ""M-ATX"": ""O"", ""M-ITX"": ""O"", ""VGA 길이"": ""320mm"", ""CPU쿨러 높이"": ""160mm"", ""케이스 크기"": ""미들타워"", ""8.9cm베이"": ""2개"", ""6.4cm베이"": ""2개"", ""저장장치 장착"": ""최대 4개"", ""PCI 슬롯(수평)"": ""7개"", ""전면 패널 타입"": ""메쉬"", ""측면 패널 타입"": ""강화유리"", ""먼지필터"": ""부분"", ""쿨링팬"": ""총6개"", ""LED팬"": ""4개"", ""후면"": ""120mm LED x1"", ""전면"": ""120mm LED x3"", ""상단"": ""120mm x2"", ""USB2.0"": ""O"", ""USB3.x 5Gbps"": ""O"", ""너비(W)"": ""200mm"", ""깊이(D)"": ""365mm"", ""높이(H)"": ""441mm"", ""지원파워규격"": ""표준-ATX"", ""파워 장착 길이"": ""185mm"", ""파워 위치"": ""하단후면"", ""수랭쿨러 규격"": ""최대3열 지원"", ""라디에이터(전면)"": ""최대360mm"", ""라디에이터(후면)"": ""최대120mm"", ""[부가기능]"": ""[부가기능]"", ""LED 색상"": ""RGB"", ""[변경사항]"": ""[변경사항]"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}"
케이스,13381634,"{""제조회사"": ""darkFlash"", ""등록년월"": ""2021년 02월"", ""제품 분류"": ""ATX 케이스"", ""ATX"": ""O"", ""M-ATX"": ""O"", ""M-ITX"": ""O"", ""VGA 길이"": ""320mm"", ""CPU쿨러 높이"": ""160mm"", ""케이스 크기"": ""미들타워"", ""8.9cm베이"": ""2개"", ""6.4cm베이"": ""2개"", ""저장장치 장착"": ""최대 4개"", ""PCI 슬롯(수평)"": ""7개"", ""전면 패널 타입"": ""메쉬"", ""측면 패널 타입"": ""강화유리"", ""먼지필터"": ""부분"", ""쿨링팬"": ""총6개"", ""LED팬"": ""4개"", ""후면"": ""120mm LED x1"", ""전면"": ""120mm LED x3"", ""상단"": ""120mm x2"", ""USB2.0"": ""O"", ""USB3.x 5Gbps"": ""O"", ""너비(W)"": ""200mm"", ""깊이(D)"": ""365mm"", ""높이(H)"": ""441mm"", ""지원파워규격"": ""표준-ATX"", ""파워 장착 길이"": ""185mm"", ""파워 위치"": ""하단후면"", ""수랭쿨러 규격"": ""최대3열 지원"", ""라디에이터(전면)"": ""최대360mm"", ""라디에이터(후면)"": ""최대120mm"", ""[부가기능]"": ""[부가기능]"", ""LED 색상"": ""RGB"", ""[변경사항]"": ""[변경사항]"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}"
케이스,13818002,"{""제조회사"": ""darkFlash"", ""등록년월"": ""2021년 04월"", ""제품 분류"": ""미니ITX"", ""VGA 길이"": ""320mm"", ""CPU쿨러 높이"": ""134mm"", ""케이스 크기"": ""미니ITX(리틀밸리)"", ""파워포함여부"": ""파워미포함"", ""지원파워규격"": ""M-ATX(SFX)"", ""6.4cm베이"": ""2개"", ""저장장치 장착"": ""최대 2개"", ""PCI 슬롯(수평)"": ""2개"", ""수직 PCI형태"": ""기본형"", ""전면 패널 타입"": ""메쉬"", ""먼지필터"": ""전체"", ""쿨링팬"": ""총1개"", ""상단"": ""92mm"", ""사운드"": ""HD AUDIO"", ""너비(W)"": ""175mm"", ""높이(H)"": ""412mm"", ""깊이(D)"": ""238mm"", ""파워 장착 길이"": ""125mm"", ""파워 위치"": ""하단후면"", ""라디에이터(전면)"": ""최대240mm"", ""[부가기능]"": ""[부가기능]"", ""외부 LED"": ""O"", ""케이스 색상 계열"": ""그린 계열"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}"
케이스,14705840,"{""제조회사"": ""앱코"", ""등록년월"": ""2021년 07월"", ""제품 분류"": ""ATX 케이스"", ""ATX"": ""O"", ""M-ATX"": ""O"", ""M-ITX"": ""O"", ""VGA 길이"": ""340mm"", ""CPU쿨러 높이"": ""175mm"", ""케이스 크기"": ""미들타워"", ""8.9cm베이"": ""1개"", ""6.4cm베이"": ""1개"", ""저장장치 장착"": ""최대 2개"", ""PCI 슬롯(수평)"": ""7개"", ""전면 패널 타입"": ""메쉬"", ""측면 패널 타입"": ""강화유리"", ""쿨링팬"": ""총6개"", ""LED팬"": ""4개"", ""후면"": ""120mm LED x1"", ""전면"": ""120mm LED x3"", ""상단"": ""120mm x2"", ""USB2.0"": ""O"", ""USB3.x 5Gbps"": ""O"", ""너비(W)"": ""225mm"", ""깊이(D)"": ""385mm"", ""높이(H)"": ""485mm"", ""지원파워규격"": ""표준-ATX"", ""파워 장착 길이"": ""345mm"", ""파워 위치"": ""하단후면"", ""수랭쿨러 규격"": ""최대3열 지원"", ""라디에이터(상단)"": ""최대280mm, 240mm"", ""라디에이터(전면)"": ""최대360mm, 280mm"", ""라디에이터(후면)"": ""최대120mm"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}"
케이스,14799467,"{""제조회사"": ""앱코"", ""등록년월"": ""2021년 07월"", ""제품 분류"": ""ATX 케이스"", ""ATX"": ""O"", ""M-ATX"": ""O"", ""ITX"": ""O"", ""VGA 길이"": ""370mm"", ""CPU쿨러 높이"": ""165mm"", ""케이스 크기"": ""미들타워"", ""8.9cm베이"": ""3개"", ""6.4cm베이"": ""2개"", ""저장장치 장착"": ""최대 5개"", ""PCI 슬롯(수평)"": ""7개"", ""측면 패널 타입"": ""강화유리"", ""먼지필터"": ""부분"", ""쿨링팬"": ""총4개"", ""LED팬"": ""4개"", ""후면"": ""120mm LED x1"", ""하단"": ""120mm LED x3"", ""USB2.0"": ""O"", ""USB3.x 5Gbps"": ""O"", ""너비(W)"": ""205mm"", ""깊이(D)"": ""502mm"", ""높이(H)"": ""525mm"", ""파워 장착 길이"": ""200mm"", ""파워 위치"": ""하단후면"", ""수랭쿨러 규격"": ""최대2열 지원"", ""라디에이터(상단)"": ""최대280mm, 240mm"", ""라디에이터(후면)"": ""최대120mm"", ""[부가기능]"": ""[부가기능]"", ""LED 색상"": ""오렌지"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}"
케이스,15050393,"{""제조회사"": ""앱코"", ""등록년월"": ""2021년 08월"", ""제품 분류"": ""ATX 케이스"", ""ATX"": ""O"", ""M-ATX"": ""O"", ""M-ITX"": ""O"", ""VGA 길이"": ""340mm"", ""CPU쿨러 높이"": ""185mm"", ""케이스 크기"": ""미들타워"", ""8.9cm베이"": ""2개"", ""6.4cm베이"": ""4개"", ""저장장치 장착"": ""최대 6개"", ""PCI 슬롯(수평)"": ""7+3개"", ""수직 PCI형태"": ""기본형"", ""전면 패널 타입"": ""메쉬"", ""측면 패널 타입"": ""강화유리"", ""측면 개폐 방식"": ""스윙도어"", ""먼지필터"": ""부분"", ""쿨링팬"": ""총4개"", ""후면"": ""140mm x1"", ""전면"": ""140mm x3"", ""USB3.x 5Gbps"": ""O"", ""USB C타입 5Gbps"": ""O"", ""너비(W)"": ""230mm"", ""깊이(D)"": ""400mm"", ""높이(H)"": ""460mm"", ""지원파워규격"": ""표준-ATX"", ""파워 장착 길이"": ""200 mm"", ""파워 위치"": ""하단후면"", ""수랭쿨러 규격"": ""최대3열 지원"", ""라디에이터(상단)"": ""최대240mm, 140mm"", ""라디에이터(전면)"": ""최대360mm, 280mm"", ""라디에이터(후면)"": ""최대120mm"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}"
케이스,15063971,"{""제조회사"": ""앱코"", ""등록년월"": ""2021년 08월"", ""제품 분류"": ""ATX 케이스"", ""ATX"": ""O"", ""M-ATX"": ""O"", ""M-ITX"": ""O"", ""VGA 길이"": ""340mm"", ""CPU쿨러 높이"": ""175mm"", ""케이스 크기"": ""미들타워"", ""8.9cm베이"": ""1개"", ""6.4cm베이"": ""1개"", ""저장장치 장착"": ""최대 2개"", ""PCI 슬롯(수평)"": ""7개"", ""전면 패널 타입"": ""메쉬"", ""측면 패널 타입"": ""강화유리"", ""쿨링팬"": ""총6개"", ""LED팬"": ""4개"", ""후면"": ""120mm LED x1"", ""전면"": ""120mm LED x3"", ""상단"": ""120mm x2"", ""USB2.0"": ""O"", ""USB3.x 5Gbps"": ""O"", ""너비(W)"": ""225mm"", ""깊이(D)"": ""385mm"", ""높이(H)"": ""485mm"", ""지원파워규격"": ""표준-ATX"", ""파워 장착 길이"": ""345mm"", ""파워 위치"": ""하단후면"", ""수랭쿨러 규격"": ""최대3열 지원"", ""라디에이터(상단)"": ""최대280mm, 240mm"", ""라디에이터(전면)"": ""최대360mm, 280mm"", ""라디에이터(후면)"": ""최대120mm"", ""적합성평가인증"": ""상세설명 / 판매 사이트 문의인증번호 확인"", ""안전확인인증"": ""상세설명 / 판매 사이트 문의인증번호 확인""}"
